ticker,ticker_fullwidth,company_name
59590,５９５９０,岡部
59700,５９７００,ジーテクト
59750,５９７５０,東プレ
59760,５９７６０,高周波熱錬
59810,５９８１０,東京製綱
59850,５９８５０,サンコール
59880,５９８８０,パイオラックス
59890,５９８９０,エイチワン
59910,５９９１０,日本発條
59920,５９９２０,中央発條
60050,６００５０,三浦工業
60130,６０１３０,タクマ
60280,６０２８０,テクノプロ・ホールディングス
60350,６０３５０,アイ・アールジャパンホールディングス
60360,６０３６０,ＫｅｅＰｅｒ技研
60470,６０４７０,Ｇｕｎｏｓｙ
60500,６０５００,イー・ガーディアン
60550,６０５５０,ジャパンマテリアル
60580,６０５８０,ベクトル
60620,６０６２０,チャーム・ケア・コーポレーション
60700,６０７００,キャリアリンク
60710,６０７１０,ＩＢＪ
60730,６０７３０,アサンテ
60780,６０７８０,バリューＨＲ
60800,６０８００,Ｍ＆Ａキャピタルパートナーズ
60820,６０８２０,ライドオンエクスプレスホールディングス
60880,６０８８０,シグマクシス・ホールディングス
60890,６０８９０,ウィルグループ
60950,６０９５０,メドピア
60980,６０９８０,リクルートホールディングス
60990,６０９９０,エラン
61010,６１０１０,ツガミ
61030,６１０３０,オークマ
61040,６１０４０,芝浦機械
61130,６１１３０,アマダ
61180,６１１８０,アイダエンジニアリング
61340,６１３４０,ＦＵＪＩ
61350,６１３５０,牧野フライス製作所
61360,６１３６０,オーエスジー
61400,６１４００,旭ダイヤモンド工業
61410,６１４１０,ＤＭＧ森精機
61430,６１４３０,ソディック
61460,６１４６０,ディスコ
61510,６１５１０,日東工器
61570,６１５７０,日進工具
61670,６１６７０,冨士ダイス
61780,６１７８０,日本郵政
61830,６１８３０,ベルシステム２４ホールディングス
61840,６１８４０,鎌倉新書
61910,６１９１０,エアトリ
61940,６１９４０,アトラエ
61960,６１９６０,ストライク
61970,６１９７０,ソラスト
61990,６１９９０,セラク
62000,６２０００,インソース
62010,６２０１０,豊田自動織機
62090,６２０９０,リケンＮＰＲ
62220,６２２２０,島精機製作所
62350,６２３５０,オプトラン
62370,６２３７０,イワキ
62380,６２３８０,フリュー
62400,６２４００,ヤマシンフィルタ
62470,６２４７０,日阪製作所
62500,６２５００,やまびこ
62540,６２５４０,野村マイクロ・サイエンス
62580,６２５８０,平田機工
62620,６２６２０,ＰＥＧＡＳＵＳ
62640,６２６４０,マルマエ
62660,６２６６０,タツモ
62680,６２６８０,ナブテスコ
62690,６２６９０,三井海洋開発
62720,６２７２０,レオン自動機
62730,６２７３０,ＳＭＣ
62770,６２７７０,ホソカワミクロン
62780,６２７８０,ユニオンツール
62790,６２７９０,瑞光
62820,６２８２０,オイレス工業
62840,６２８４０,日精エー・エス・ビー機械
62870,６２８７０,サトーホールディングス
62890,６２８９０,技研製作所
62910,６２９１０,日本エアーテック
62930,６２９３０,日精樹脂工業
62980,６２９８０,ワイエイシイホールディングス
63010,６３０１０,小松製作所
63020,６３０２０,住友重機械工業
63050,６３０５０,日立建機
63060,６３０６０,日工
63090,６３０９０,巴工業
63100,６３１００,井関農機
63150,６３１５０,ＴＯＷＡ
63170,６３１７０,北川鉄工所
63230,６３２３０,ローツェ
63260,６３２６０,クボタ
63280,６３２８０,荏原実業
63300,６３３００,東洋エンジニアリング
63310,６３３１０,三菱化工機
63320,６３３２０,月島ホールディングス
63330,６３３３０,帝国電機製作所
63390,６３３９０,新東工業
63400,６３４００,澁谷工業
63450,６３４５０,アイチ　コーポレーション
63490,６３４９０,小森コーポレーション
63510,６３５１０,鶴見製作所
63580,６３５８０,酒井重工業
63610,６３６１０,荏原製作所
63630,６３６３０,酉島製作所
63640,６３６４０,北越工業
63670,６３６７０,ダイキン工業
63680,６３６８０,オルガノ
63690,６３６９０,トーヨーカネツ
63700,６３７００,栗田工業
63710,６３７１０,椿本チエイン
63760,６３７６０,日機装
63780,６３７８０,木村化工機
63790,６３７９０,レイズネクスト
63810,６３８１０,アネスト岩田
63830,６３８３０,ダイフク
63870,６３８７０,サムコ
63950,６３９５０,タダノ
64060,６４０６０,フジテック
64070,６４０７０,ＣＫＤ
64120,６４１２０,平和
64130,６４１３０,理想科学工業
64170,６４１７０,ＳＡＮＫＹＯ
64180,６４１８０,日本金銭機械
64190,６４１９０,マースグループホールディングス
64200,６４２００,フクシマガリレイ
64300,６４３００,ダイコク電機
64320,６４３２０,竹内製作所
64360,６４３６０,アマノ
64400,６４４００,ＪＵＫＩ
64450,６４４５０,ジャノメ
64480,６４４８０,ブラザー工業
64540,６４５４０,マックス
64550,６４５５０,モリタホールディングス
64570,６４５７０,グローリー
64580,６４５８０,新晃工業
64590,６４５９０,大和冷機工業
64600,６４６００,セガサミーホールディングス
64630,６４６３０,ＴＰＲ
64640,６４６４０,ツバキ・ナカシマ
64650,６４６５０,ホシザキ
64700,６４７００,大豊工業
64710,６４７１０,日本精工
64720,６４７２０,ＮＴＮ
64730,６４７３０,ジェイテクト
64740,６４７４０,不二越
64790,６４７９０,ミネベアミツミ
64800,６４８００,日本トムソン
64810,６４８１０,ＴＨＫ
64820,６４８２０,ユーシン精機
64850,６４８５０,前澤給装工業
64860,６４８６０,イーグル工業
64900,６４９００,ＰＩＬＬＡＲ
64980,６４９８０,キッツ
65010,６５０１０,日立製作所
65030,６５０３０,三菱電機
65040,６５０４０,富士電機
65060,６５０６０,安川電機
65070,６５０７０,シンフォニアテクノロジー
65080,６５０８０,明電舎
65160,６５１６０,山洋電気
65170,６５１７０,デンヨー
65230,６５２３０,ＰＨＣホールディングス
65250,６５２５０,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ
65260,６５２６０,ソシオネクスト
65320,６５３２０,ベイカレント
65330,６５３３０,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ
65350,６５３５０,アイモバイル
65390,６５３９０,ＭＳ−Ｊａｐａｎ
65440,６５４４０,ジャパンエレベーターサービスホールディングス
65600,６５６００,エル・ティー・エス
65640,６５６４０,ミダックホールディングス
65710,６５７１０,キュービーネットホールディングス
65720,６５７２０,オープングループ
65840,６５８４０,三櫻工業
65860,６５８６０,マキタ
65880,６５８８０,東芝テック
65900,６５９００,芝浦メカトロニクス
65920,６５９２０,マブチモーター
65940,６５９４０,ニデック
66150,６６１５０,ユー・エム・シー・エレクトロニクス
66160,６６１６０,トレックス・セミコンダクター
66170,６６１７０,東光高岳
66190,６６１９０,ダブル・スコープ
66200,６６２００,宮越ホールディングス
66220,６６２２０,ダイヘン
66300,６６３００,ヤーマン
66320,６６３２０,ＪＶＣケンウッド
66380,６６３８０,ミマキエンジニアリング
66440,６６４４０,大崎電気工業
66450,６６４５０,オムロン
66510,６６５１０,日東工業
66520,６６５２０,ＩＤＥＣ
66740,６６７４０,ジーエス・ユアサ　コーポレーション
66760,６６７６０,メルコホールディングス
66780,６６７８０,テクノメディカ
66990,６６９９０,ダイヤモンドエレクトリックホールディングス
67010,６７０１０,日本電気
67020,６７０２０,富士通
67030,６７０３０,沖電気工業
67060,６７０６０,電気興業
67070,６７０７０,サンケン電気
67180,６７１８０,アイホン
67230,６７２３０,ルネサスエレクトロニクス
67240,６７２４０,セイコーエプソン
67270,６７２７０,ワコム
67280,６７２８０,アルバック
67300,６７３００,アクセル
67370,６７３７０,ＥＩＺＯ
67400,６７４００,ジャパンディスプレイ
67410,６７４１０,日本信号
67420,６７４２０,京三製作所
67440,６７４４０,能美防災
67450,６７４５０,ホーチキ
67500,６７５００,エレコム
67520,６７５２０,パナソニック　ホールディングス
67530,６７５３０,シャープ
67540,６７５４０,アンリツ
67550,６７５５０,富士通ゼネラル
67580,６７５８０,ソニーグループ
67620,６７６２０,ＴＤＫ
67630,６７６３０,帝国通信工業
67680,６７６８０,タムラ製作所
67700,６７７００,アルプスアルパイン
67790,６７７９０,日本電波工業
67850,６７８５０,鈴木
67870,６７８７０,メイコー
67880,６７８８０,日本トリム
67940,６７９４０,フォスター電機
67980,６７９８０,ＳＭＫ
68000,６８０００,ヨコオ
68040,６８０４０,ホシデン
68060,６８０６０,ヒロセ電機
68070,６８０７０,日本航空電子工業
68090,６８０９０,ＴＯＡ
68100,６８１００,マクセル
68140,６８１４０,古野電気
68170,６８１７０,スミダコーポレーション
68200,６８２００,アイコム
68230,６８２３０,リオン
68410,６８４１０,横河電機
68440,６８４４０,新電元工業
68450,６８４５０,アズビル
68490,６８４９０,日本光電工業
68500,６８５００,チノー
68550,６８５５０,日本電子材料
68560,６８５６０,堀場製作所
68570,６８５７０,アドバンテスト
68590,６８５９０,エスペック
68610,６８６１０,キーエンス
68660,６８６６０,日置電機
68690,６８６９０,シスメックス
68710,６８７１０,日本マイクロニクス
68750,６８７５０,メガチップス
68770,６８７７０,ＯＢＡＲＡ　ＧＲＯＵＰ
68790,６８７９０,ＩＭＡＧＩＣＡ　ＧＲＯＵＰ
69020,６９０２０,デンソー
69050,６９０５０,コーセル
69080,６９０８０,イリソ電子工業
69140,６９１４０,オプテックスグループ
69150,６９１５０,千代田インテグレ
69200,６９２００,レーザーテック
69230,６９２３０,スタンレー電気
69250,６９２５０,ウシオ電機
69290,６９２９０,日本セラミック
69370,６９３７０,古河電池
69410,６９４１０,山一電機
69470,６９４７０,図研
69510,６９５１０,日本電子
69520,６９５２０,カシオ計算機
69540,６９５４０,ファナック
69580,６９５８０,日本シイエムケイ
69610,６９６１０,エンプラス
69620,６９６２０,大真空
69630,６９６３０,ローム
69650,６９６５０,浜松ホトニクス
69660,６９６６０,三井ハイテック
69670,６９６７０,新光電気工業
69710,６９７１０,京セラ
69760,６９７６０,太陽誘電
69810,６９８１０,村田製作所
69860,６９８６０,双葉電子工業
69880,６９８８０,日東電工
69950,６９９５０,東海理化電機製作所
69960,６９９６０,ニチコン
69970,６９９７０,日本ケミコン
69990,６９９９０,ＫＯＡ
70030,７００３０,三井Ｅ＆Ｓ
70040,７００４０,カナデビア
70110,７０１１０,三菱重工業
70120,７０１２０,川崎重工業
70130,７０１３０,ＩＨＩ
70140,７０１４０,名村造船所
70330,７０３３０,マネジメントソリューションズ
70340,７０３４０,プロレド・パートナーズ
70380,７０３８０,フロンティア・マネジメント
70710,７０７１０,アンビスホールディングス
70850,７０８５０,カーブスホールディングス
70880,７０８８０,フォーラムエンジニアリング
70920,７０９２０,Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａｐａｎ
70950,７０９５０,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ
71020,７１０２０,日本車輌製造
71050,７１０５０,三菱ロジスネクスト
71280,７１２８０,フルサト・マルカホールディングス
71300,７１３００,ヤマエグループホールディングス
71480,７１４８０,ＦＰＧ
71640,７１６４０,全国保証
71670,７１６７０,めぶきフィナンシャルグループ
71720,７１７２０,ジャパンインベストメントアドバイザー
71730,７１７３０,東京きらぼしフィナンシャルグループ
71800,７１８００,九州フィナンシャルグループ
71810,７１８１０,かんぽ生命保険
71820,７１８２０,ゆうちょ銀行
71840,７１８４０,富山第一銀行
71860,７１８６０,コンコルディア・フィナンシャルグループ
71870,７１８７０,ジェイリース
71890,７１８９０,西日本フィナンシャルホールディングス
71980,７１９８０,ＳＢＩアルヒ
71990,７１９９０,プレミアグループ
72010,７２０１０,日産自動車
72020,７２０２０,いすゞ自動車
72030,７２０３０,トヨタ自動車
72050,７２０５０,日野自動車
72110,７２１１０,三菱自動車工業
72200,７２２００,武蔵精密工業
72220,７２２２０,日産車体
72240,７２２４０,新明和工業
72260,７２２６０,極東開発工業
72310,７２３１０,トピー工業
72360,７２３６０,ティラド
72380,７２３８０,曙ブレーキ工業
72390,７２３９０,タチエス
72400,７２４００,ＮＯＫ
72410,７２４１０,フタバ産業
72420,７２４２０,カヤバ
72440,７２４４０,市光工業
72450,７２４５０,大同メタル工業
72460,７２４６０,プレス工業
72500,７２５００,太平洋工業
72590,７２５９０,アイシン
72610,７２６１０,マツダ
72670,７２６７０,本田技研工業
72690,７２６９０,スズキ
72700,７２７００,ＳＵＢＡＲＵ
72720,７２７２０,ヤマハ発動機
72760,７２７６０,小糸製作所
72780,７２７８０,エクセディ
72800,７２８００,ミツバ
72820,７２８２０,豊田合成
72830,７２８３０,愛三工業
72940,７２９４０,ヨロズ
72960,７２９６０,エフ・シー・シー
73090,７３０９０,シマノ
73130,７３１３０,テイ・エス　テック
73220,７３２２０,三十三フィナンシャルグループ
73270,７３２７０,第四北越フィナンシャルグループ
73370,７３３７０,ひろぎんホールディングス
73500,７３５００,おきなわフィナンシャルグループ
73540,７３５４０,ダイレクトマーケティングミックス
73580,７３５８０,ポピンズ
73660,７３６６０,ＬＩＴＡＬＩＣＯ
73800,７３８００,十六フィナンシャルグループ
73810,７３８１０,北國フィナンシャルホールディングス
73830,７３８３０,ネットプロテクションズホールディングス
73840,７３８４０,プロクレアホールディングス
73880,７３８８０,ＦＰパートナー
73890,７３８９０,あいちフィナンシャルグループ
74080,７４０８０,ジャムコ
74140,７４１４０,小野建
74190,７４１９０,ノジマ
74200,７４２００,佐鳥電機
74210,７４２１０,カッパ・クリエイト
74330,７４３３０,伯東
74380,７４３８０,コンドーテック
74470,７４４７０,ナガイレーベン
74510,７４５１０,三菱食品
74530,７４５３０,良品計画
74560,７４５６０,松田産業
74580,７４５８０,第一興商
74590,７４５９０,メディパルホールディングス
74630,７４６３０,アドヴァングループ
74660,７４６６０,ＳＰＫ
74670,７４６７０,萩原電気ホールディングス
74750,７４７５０,アルビス
74760,７４７６０,アズワン
74800,７４８００,スズデン
74820,７４８２０,シモジマ
74830,７４８３０,ドウシシャ
75040,７５０４０,高速
75080,７５０８０,Ｇ‐７ホールディングス
75100,７５１００,たけびし
75120,７５１２０,イオン北海道
75130,７５１３０,コジマ
75160,７５１６０,コーナン商事
75180,７５１８０,ネットワンシステムズ
75200,７５２００,エコス
75220,７５２２０,ワタミ
75250,７５２５０,リックス
75270,７５２７０,システムソフト
75320,７５３２０,パン・パシフィック・インターナショナルホールディングス
75370,７５３７０,丸文
75450,７５４５０,西松屋チェーン
75500,７５５００,ゼンショーホールディングス
75520,７５５２０,ハピネット
75540,７５５４０,幸楽苑
75700,７５７００,橋本総業ホールディングス
75750,７５７５０,日本ライフライン
75810,７５８１０,サイゼリヤ
75900,７５９００,タカショー
75930,７５９３０,ＶＴホールディングス
75950,７５９５０,アルゴグラフィックス
75960,７５９６０,魚力
75990,７５９９０,ＩＤＯＭ
76000,７６０００,日本エム・ディ・エム
76050,７６０５０,フジ・コーポレーション
76060,７６０６０,ユナイテッドアローズ
76070,７６０７０,進和
76090,７６０９０,ダイトロン
76110,７６１１０,ハイデイ日高
76130,７６１３０,シークス
76160,７６１６０,コロワイド
76280,７６２８０,オーハシテクニカ
76300,７６３００,壱番屋
76370,７６３７０,白銅
76490,７６４９０,スギホールディングス
76790,７６７９０,薬王堂ホールディングス
76830,７６８３０,ダブルエー
77010,７７０１０,島津製作所
77020,７７０２０,ＪＭＳ
77150,７７１５０,長野計器
77170,７７１７０,ブイ・テクノロジー
77180,７７１８０,スター精密
77210,７７２１０,東京計器
77230,７７２３０,愛知時計電機
77250,７７２５０,インターアクション
77290,７７２９０,東京精密
77300,７７３００,マニー
77310,７７３１０,ニコン
77320,７７３２０,トプコン
77330,７７３３０,オリンパス
77340,７７３４０,理研計器
77350,７７３５０,ＳＣＲＥＥＮホールディングス
77390,７７３９０,キヤノン電子
77400,７７４００,タムロン
77410,７７４１０,ＨＯＹＡ
77440,７７４４０,ノーリツ鋼機
77450,７７４５０,Ａ＆Ｄホロンホールディングス
77470,７７４７０,朝日インテック
77510,７７５１０,キヤノン
77520,７７５２０,リコー
77620,７７６２０,シチズン時計
77800,７７８００,メニコン
78170,７８１７０,パラマウントベッドホールディングス
78180,７８１８０,トランザクション
78200,７８２００,ニホンフラッシュ
78210,７８２１０,前田工繊
78230,７８２３０,アートネイチャー
78260,７８２６０,フルヤ金属
78320,７８３２０,バンダイナムコホールディングス
78390,７８３９０,ＳＨＯＥＩ
78400,７８４００,フランスベッドホールディングス
78440,７８４４０,マーベラス
78460,７８４６０,パイロットコーポレーション
78560,７８５６０,萩原工業
78600,７８６００,エイベックス
78640,７８６４０,フジシールインターナショナル
78670,７８６７０,タカラトミー
78680,７８６８０,広済堂ホールディングス
78740,７８７４０,レック
78880,７８８８０,三光合成
78930,７８９３０,プロネクサス
79110,７９１１０,ＴＯＰＰＡＮホールディングス
79120,７９１２０,大日本印刷
79140,７９１４０,共同印刷
79150,７９１５０,ＮＩＳＳＨＡ
79170,７９１７０,ＺＡＣＲＯＳ
79210,７９２１０,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ
79250,７９２５０,前澤化成工業
79310,７９３１０,未来工業
79360,７９３６０,アシックス
79370,７９３７０,ツツミ
79420,７９４２０,ＪＳＰ
79430,７９４３０,ニチハ
79440,７９４４０,ローランド
79470,７９４７０,エフピコ
79490,７９４９０,小松ウオール工業
79510,７９５１０,ヤマハ
79520,７９５２０,河合楽器製作所
79550,７９５５０,クリナップ
79560,７９５６０,ピジョン
79580,７９５８０,天馬
79620,７９６２０,キングジム
79650,７９６５０,象印マホービン
79660,７９６６０,リンテック
79700,７９７００,信越ポリマー
79720,７９７２０,イトーキ
79740,７９７４０,任天堂
79760,７９７６０,三菱鉛筆
79790,７９７９０,松風
79810,７９８１０,タカラスタンダード
79840,７９８４０,コクヨ
79870,７９８７０,ナカバヤシ
79880,７９８８０,ニフコ
79890,７９８９０,立川ブラインド工業
79900,７９９００,グローブライド
79940,７９９４０,オカムラ
79950,７９９５０,バルカー
80010,８００１０,伊藤忠商事
80020,８００２０,丸紅
80050,８００５０,スクロール
80080,８００８０,ヨンドシーホールディングス
80110,８０１１０,三陽商会
80120,８０１２０,長瀬産業
80140,８０１４０,蝶理
80150,８０１５０,豊田通商
80160,８０１６０,オンワードホールディングス
80180,８０１８０,三共生興
80200,８０２００,兼松
80220,８０２２０,美津濃
80290,８０２９０,ルックホールディングス
80310,８０３１０,三井物産
80320,８０３２０,日本紙パルプ商事
80350,８０３５０,東京エレクトロン
80370,８０３７０,カメイ
80430,８０４３０,スターゼン
80500,８０５００,セイコーグループ
80510,８０５１０,山善
80520,８０５２０,椿本興業
80530,８０５３０,住友商事
80560,８０５６０,ＢＩＰＲＯＧＹ
80570,８０５７０,内田洋行
80580,８０５８０,三菱商事
80590,８０５９０,第一実業
80600,８０６００,キヤノンマーケティングジャパン
80610,８０６１０,西華産業
80650,８０６５０,佐藤商事
80700,８０７００,東京産業
80740,８０７４０,ユアサ商事
80750,８０７５０,神鋼商事
80780,８０７８０,阪和興業
80790,８０７９０,正栄食品工業
80810,８０８１０,カナデン
80840,８０８４０,ＲＹＯＤＥＮ
80860,８０８６０,ニプロ
80880,８０８８０,岩谷産業
80930,８０９３０,極東貿易
80950,８０９５０,アステナホールディングス
80970,８０９７０,三愛オブリ
80980,８０９８０,稲畑産業
81010,８１０１０,ＧＳＩクレオス
81030,８１０３０,明和産業
81110,８１１１０,ゴールドウイン
81130,８１１３０,ユニ・チャーム
81250,８１２５０,ワキタ
81290,８１２９０,東邦ホールディングス
81300,８１３００,サンゲツ
81310,８１３１０,ミツウロコグループホールディングス
81320,８１３２０,シナネンホールディングス
81330,８１３３０,伊藤忠エネクス
81360,８１３６０,サンリオ
81370,８１３７０,サンワテクノス
81410,８１４１０,新光商事
81420,８１４２０,トーホー
81500,８１５００,三信電気
81510,８１５１０,東陽テクニカ
81530,８１５３０,モスフードサービス
81540,８１５４０,加賀電子
81570,８１５７０,都築電気
81580,８１５８０,ソーダニッカ
81590,８１５９０,立花エレテック
81600,８１６００,木曽路
81630,８１６３０,ＳＲＳホールディングス
81650,８１６５０,千趣会
81670,８１６７０,リテールパートナーズ
81730,８１７３０,上新電機
81740,８１７４０,日本瓦斯
81790,８１７９０,ロイヤルホールディングス
81850,８１８５０,チヨダ
81940,８１９４０,ライフコーポレーション
82000,８２０００,リンガーハット
82030,８２０３０,ＭｒＭａｘＨＤ
82140,８２１４０,ＡＯＫＩホールディングス
82170,８２１７０,オークワ
82180,８２１８０,コメリ
82190,８２１９０,青山商事
82270,８２２７０,しまむら
82330,８２３３０,高島屋
82370,８２３７０,松屋
82420,８２４２０,エイチ・ツー・オー　リテイリング
82440,８２４４０,近鉄百貨店
82520,８２５２０,丸井グループ
82530,８２５３０,クレディセゾン
82550,８２５５０,アクシアル　リテイリング
82670,８２６７０,イオン
82730,８２７３０,イズミ
82750,８２７５０,フォーバル
82760,８２７６０,平和堂
82780,８２７８０,フジ
82790,８２７９０,ヤオコー
82810,８２８１０,ゼビオホールディングス
82820,８２８２０,ケーズホールディングス
82830,８２８３０,ＰＡＬＴＡＣ
82850,８２８５０,三谷産業
83040,８３０４０,あおぞら銀行
83060,８３０６０,三菱ＵＦＪフィナンシャル・グループ
83080,８３０８０,りそなホールディングス
83090,８３０９０,三井住友トラストグループ
83160,８３１６０,三井住友フィナンシャルグループ
83310,８３３１０,千葉銀行
83340,８３３４０,群馬銀行
83360,８３３６０,武蔵野銀行
83370,８３３７０,千葉興業銀行
83380,８３３８０,筑波銀行
83410,８３４１０,七十七銀行
83430,８３４３０,秋田銀行
83440,８３４４０,山形銀行
83450,８３４５０,岩手銀行
83460,８３４６０,東邦銀行
83540,８３５４０,ふくおかフィナンシャルグループ
83580,８３５８０,スルガ銀行
83590,８３５９０,八十二銀行
83600,８３６００,山梨中央銀行
83610,８３６１０,大垣共立銀行
83620,８３６２０,福井銀行
83640,８３６４０,清水銀行
83660,８３６６０,滋賀銀行
83670,８３６７０,南都銀行
83680,８３６８０,百五銀行
83700,８３７００,紀陽銀行
83770,８３７７０,ほくほくフィナンシャルグループ
83810,８３８１０,山陰合同銀行
83860,８３８６０,百十四銀行
83870,８３８７０,四国銀行
83880,８３８８０,阿波銀行
83920,８３９２０,大分銀行
83930,８３９３０,宮崎銀行
83950,８３９５０,佐賀銀行
83990,８３９９０,琉球銀行
84100,８４１００,セブン銀行
84110,８４１１０,みずほフィナンシャルグループ
84180,８４１８０,山口フィナンシャルグループ
84240,８４２４０,芙蓉総合リース
84250,８４２５０,みずほリース
84390,８４３９０,東京センチュリー
84730,８４７３０,ＳＢＩホールディングス
85110,８５１１０,日本証券金融
85150,８５１５０,アイフル
85220,８５２２０,名古屋銀行
85240,８５２４０,北洋銀行
85410,８５４１０,愛媛銀行
85440,８５４４０,京葉銀行
85500,８５５００,栃木銀行
85510,８５５１０,北日本銀行
85580,８５５８０,東和銀行
85660,８５６６０,リコーリース
85700,８５７００,イオンフィナンシャルサービス
85720,８５７２０,アコム
85840,８５８４０,ジャックス
85850,８５８５０,オリエントコーポレーション
85910,８５９１０,オリックス
85930,８５９３０,三菱ＨＣキャピタル
85950,８５９５０,ジャフコ　グループ
86000,８６０００,トモニホールディングス
86010,８６０１０,大和証券グループ本社
86040,８６０４０,野村ホールディングス
86090,８６０９０,岡三証券グループ
86130,８６１３０,丸三証券
86140,８６１４０,東洋証券
86160,８６１６０,東海東京フィナンシャル・ホールディングス
86220,８６２２０,水戸証券
86240,８６２４０,いちよし証券
86280,８６２８０,松井証券
86300,８６３００,ＳＯＭＰＯホールディングス
86970,８６９７０,日本取引所グループ
86980,８６９８０,マネックスグループ
87060,８７０６０,極東証券
87070,８７０７０,岩井コスモホールディングス
87080,８７０８０,アイザワ証券グループ
87130,８７１３０,フィデアホールディングス
87140,８７１４０,池田泉州ホールディングス
87150,８７１５０,アニコム　ホールディングス
87250,８７２５０,ＭＳ＆ＡＤインシュアランスグループホールディングス
87390,８７３９０,スパークス・グループ
87500,８７５００,第一生命ホールディングス
87660,８７６６０,東京海上ホールディングス
87710,８７７１０,イー・ギャランティ
87930,８７９３０,ＮＥＣキャピタルソリューション
87950,８７９５０,Ｔ＆Ｄホールディングス
87980,８７９８０,アドバンスクリエイト
88010,８８０１０,三井不動産
88020,８８０２０,三菱地所
88030,８８０３０,平和不動産
88040,８８０４０,東京建物
88180,８８１８０,京阪神ビルディング
88300,８８３００,住友不動産
88410,８８４１０,テーオーシー
88480,８８４８０,レオパレス２１
88500,８８５００,スターツコーポレーション
88600,８８６００,フジ住宅
88640,８８６４０,空港施設
88690,８８６９０,明和地所
88710,８８７１０,ゴールドクレスト
88760,８８７６０,リログループ
88770,８８７７０,エスリード
88810,８８８１０,日神グループホールディングス
88920,８８９２０,日本エスコン
88970,８８９７０,ＭＩＲＡＲＴＨホールディングス
89050,８９０５０,イオンモール
89180,８９１８０,ランド
89190,８９１９０,カチタス
89200,８９２００,東祥
89230,８９２３０,トーセイ
89340,８９３４０,サンフロンティア不動産
89350,８９３５０,ＦＪネクストホールディングス
89990,８９９９０,グランディハウス
90010,９００１０,東武鉄道
90030,９００３０,相鉄ホールディングス
90050,９００５０,東急
90060,９００６０,京浜急行電鉄
90070,９００７０,小田急電鉄
90080,９００８０,京王電鉄
90090,９００９０,京成電鉄
90100,９０１００,富士急行
90200,９０２００,東日本旅客鉄道
90210,９０２１０,西日本旅客鉄道
90220,９０２２０,東海旅客鉄道
90230,９０２３０,東京地下鉄
90240,９０２４０,西武ホールディングス
90250,９０２５０,鴻池運輸
90310,９０３１０,西日本鉄道
90370,９０３７０,ハマキョウレックス
90390,９０３９０,サカイ引越センター
90410,９０４１０,近鉄グループホールディングス
90420,９０４２０,阪急阪神ホールディングス
90440,９０４４０,南海電気鉄道
90450,９０４５０,京阪ホールディングス
90460,９０４６０,神戸電鉄
90480,９０４８０,名古屋鉄道
90520,９０５２０,山陽電気鉄道
90640,９０６４０,ヤマトホールディングス
90650,９０６５０,山九
90660,９０６６０,日新
90680,９０６８０,丸全昭和運輸
90690,９０６９０,センコーグループホールディングス
90700,９０７００,トナミホールディングス
90720,９０７２０,ニッコンホールディングス
90750,９０７５０,福山通運
90760,９０７６０,セイノーホールディングス
90810,９０８１０,神奈川中央交通
90900,９０９００,ＡＺ−ＣＯＭ丸和ホールディングス
91010,９１０１０,日本郵船
91040,９１０４０,商船三井
91070,９１０７０,川崎汽船
91100,９１１００,ＮＳユナイテッド海運
91190,９１１９０,飯野海運
91420,９１４２０,九州旅客鉄道
91430,９１４３０,ＳＧホールディングス
91470,９１４７０,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス
91610,９１６１０,ＩＤ＆Ｅホールディングス
92010,９２０１０,日本航空
92020,９２０２０,ＡＮＡホールディングス
92160,９２１６０,ビーウィズ
92290,９２２９０,サンウェルズ
92470,９２４７０,ＴＲＥホールディングス
92480,９２４８０,人・夢・技術グループ
92600,９２６００,西本Ｗｉｓｍｅｔｔａｃホールディングス
92620,９２６２０,シルバーライフ
92670,９２６７０,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ
92730,９２７３０,コーア商事ホールディングス
92740,９２７４０,ＫＰＰグループホールディングス
92780,９２７８０,ブックオフグループホールディングス
92790,９２７９０,ギフトホールディングス
93010,９３０１０,三菱倉庫
93020,９３０２０,三井倉庫ホールディングス
93030,９３０３０,住友倉庫
93040,９３０４０,澁澤倉庫
93050,９３０５０,ヤマタネ
93080,９３０８０,乾汽船
93100,９３１００,日本トランスシティ
93190,９３１９０,中央倉庫
93240,９３２４０,安田倉庫
93320,９３３２０,ＮＩＳＳＯホールディングス
93360,９３３６０,大栄環境
93410,９３４１０,ＧＥＮＯＶＡ
93470,９３４７０,日本管財ホールディングス
93640,９３６４０,上組
93690,９３６９０,キユーソー流通システム
93810,９３８１０,エーアイテイー
93840,９３８４０,内外トランスライン
93860,９３８６０,日本コンセプト
94010,９４０１０,ＴＢＳホールディングス
94040,９４０４０,日本テレビホールディングス
94050,９４０５０,朝日放送グループホールディングス
94090,９４０９０,テレビ朝日ホールディングス
94120,９４１２０,スカパーＪＳＡＴホールディングス
94130,９４１３０,テレビ東京ホールディングス
94160,９４１６０,ビジョン
