date,n_trades,n_win,n_loss,n_other,day_pl,cash
2025-05-21,0,0,0,0,0.0,276602.7999999992
2025-05-22,0,0,0,0,0.0,276602.7999999992
2025-05-23,0,0,0,0,0.0,276602.7999999992
2025-05-26,1,0,0,0,0.0,276602.7999999992
2025-05-27,0,0,0,0,0.0,276602.7999999992
2025-05-28,0,0,0,0,0.0,276602.7999999992
2025-05-29,1,0,0,0,0.0,276602.7999999992
2025-05-30,0,0,0,0,0.0,276602.7999999992
2025-06-02,2,0,0,1,6400.0,283002.7999999992
2025-06-03,0,0,0,0,0.0,283002.7999999992
2025-06-04,0,0,0,0,0.0,283002.7999999992
2025-06-05,0,0,0,0,0.0,283002.7999999992
2025-06-06,1,0,0,0,0.0,283002.7999999992
